GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
192,1965,1965,7,21,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Water pocket,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2016)","Zaginaev, V., Ballesteros-CNAnovas, J.A., Erokhin, S., Matov, E., Petrakov, D., Stoffel, M., 2016. Reconstruction of glacial lake outburst floods in northern Tien Shan: Implications for hazard assessment. Geomorphology 269, 75NA84. https://doi.org/10.1016/j.geomorph.2016.06.028",NA,NA
198,1966,1966,7,4,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171NA179.",NA,NA
199,1966,1966,12,27,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171NA179.",NA,NA
201,1966,1966,8,3,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jNAkulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805NA818. https://doi.org/10.3189/2013JoG12J160",NA,NA
195,1966,1966,NA,NA,NA,Teztor,NULL,NA,NULL,42.5366,74.4273,3606,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
197,1966,1966,NA,NA,NA,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Alamedin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
200,1966,1966,7,NA,NA,Hailuogou,NULL,NA,G101916E29584N,29.566,101.985,3100,NA,NA,NA,NA,Moraine dammed,N,Y,15_3,20,China,TAR,Yalong Tsangpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Ding and Jingshi, 1992)","Ding, Y., Liu, J., 1992. Glacier lake outburst flood disasters in China. Annals of Glaciology, 16.",NA,NA
196,1966,1966,6,18,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Water pocket,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2016)","Zaginaev, V., Ballesteros-CNAnovas, J.A., Erokhin, S., Matov, E., Petrakov, D., Stoffel, M., 2016. Reconstruction of glacial lake outburst floods in northern Tien Shan: Implications for hazard assessment. Geomorphology 269, 75NA84. https://doi.org/10.1016/j.geomorph.2016.06.028",NA,NA
202,1967,1967,9,7,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,182000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glazirin, 2010; Kingslake and Ng, 2013)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171NA179; Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jNAkulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805NA818. https://doi.org/10.3189/2013JoG12J174.",NA,NA
205,1968,1968,8,10,Kyagar,NA,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,NA,NA,NA,NA,3150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014NA1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135NA139. https://doi.org/10.3189/1992AoG16-1-135-139; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1NA16. https://doi.org/10.1016/j.gloplacha.2016.07.001; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
209,1968,1968,8,17,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,164000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jNAkulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805NA818. https://doi.org/10.3189/2013JoG12J161",NA,NA
203,1968,1968,NA,NA,NA,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
206,1968,1968,8,15,Aya Co,NA,GL086494E28348N,"2, 3, 4",G086459E28339N,28.346,86.49,5533,28.58541,86.58843,4330,Observation,Moraine dammed,Y,Y,15_2,11,China,TAR,Pumqu,NA,Ice avalanche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mool, Bajracharya and Joshi, 2001; ICIMOD, 2011; Komori et al., 2012; Wang et al., 2012; Liu et al., 2014; Nie et al., 2018; Veh et al., 2019)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD; Komori, J., Koike, T., Yamanokuchi, T., Tshering, P., 2012. Glacial Lake Outburst Events in the Bhutan Himalayas. Global Environmental Research 16, 59NA70; Wang, X., Liu, S., Ding, Y., Guo, W., Jiang, Z., Lin, J., Han, Y., 2012. An approach for estimating the breach probabilities of moraine-dammed lakes in the Chinese Himalayas using remote-sensing data. Natural Hazards and Earth System Sciences 12, 3109NA3122. https://doi.org/10.5194/nhess-12-3109-2012; Liu, J.-J., Cheng, Z.-L., Li, Y., 2014. The 1988 glacial lake outburst flood in Guangxieco Lake, Tibet, China. Natural Hazards and Earth System Sciences 14, 3065NA3075. https://doi.org/10.5194/nhess-14-3065-2014; Nie, Y., Liu, Q., Wang, J., Zhang, Y., Sheng, Y., Liu, S., 2018. An inventory of historical glacial lake outburst floods in the Himalayas based on remote sensing observations and geomorphological analysis. Geomorphology 308, 91NA106. https://doi.org/10.1016/j.geomorph.2018.02.002; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379NA383. https://doi.org/10.1038/s41558-019-0437-5",NA,NA
207,1968,1968,NA,NA,Tiptola (Olangchun Gola 2),Chhochenphu,GL087750E27816N,"2, 3, 4",G087755E27833N,27.82,87.75,4909,27.693,87.761,3388,Observation,Moraine dammed,Y,Y,15_2,11,Nepal,Koshi,Tamor,NA,Ice avalanche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"(Byers et al., 2020)","Byers, A.C., Chand, M.B., Lala, J., Shrestha, M., Byers, E.A., Watanabe, T., 2020. Reconstructing the History of Glacial Lake Outburst Floods (GLOF) in the Kanchenjunga Conservation Area, East Nepal: An Interdisciplinary Approach. Sustainability 12, 5407. https://doi.org/10.3390/su12135407",NA,NA
208,1968,1968,8,15,Damenhai Co,NA,GL093041E29868N,"2, 3, 4",G093030E29876N,29.867675,93.04072,5230,29.936,93.151,3490,Deposit,Moraine dammed,N,Y,13_9,18,China,TAR,Nyang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Yao et al., 2014)","Yao, X.J., Liu, S.Y., Sun, M.P., Zhang, X.J., 2014. Study on the glacial lake outburst flood events in Tibet since the 20th century. Journal of Natural Resources 29(8), 1377NA1390. http://www.jnr.ac.cn/EN/10.11849/zrzyxb.2014.08.010",NA,NA
204,1968,1968,8,10,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Water pocket,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,7.5,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2016)","Zaginaev, V., Ballesteros-CNAnovas, J.A., Erokhin, S., Matov, E., Petrakov, D., Stoffel, M., 2016. Reconstruction of glacial lake outburst floods in northern Tien Shan: Implications for hazard assessment. Geomorphology 269, 75NA84. https://doi.org/10.1016/j.geomorph.2016.06.028",NA,NA
212,1969,1969,8,20,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jNAkulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805NA818. https://doi.org/10.3189/2013JoG12J162",NA,NA
211,1969,1969,8,17,Aya Co,NA,GL086494E28348N,"2, 3, 4",G086459E28339N,28.346,86.49,5533,28.58541,86.58843,4330,Observation,Moraine dammed,Y,Y,15_2,11,China,TAR,Pumqu,NA,Ice avalanche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mool, Bajracharya and Joshi, 2001; Wang et al., 2012; Liu et al., 2014; Carrivick and Tweed, 2016; Nie et al., 2018; Veh et al., 2019)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Wang, X., Liu, S., Ding, Y., Guo, W., Jiang, Z., Lin, J., Han, Y., 2012. An approach for estimating the breach probabilities of moraine-dammed lakes in the Chinese Himalayas using remote-sensing data. Natural Hazards and Earth System Sciences 12, 3109NA3122. https://doi.org/10.5194/nhess-12-3109-2012; Liu, J.-J., Cheng, Z.-L., Li, Y., 2014. The 1988 glacial lake outburst flood in Guangxieco Lake, Tibet, China. Natural Hazards and Earth System Sciences 14, 3065NA3075. https://doi.org/10.5194/nhess-14-3065-2014; Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1NA16. https://doi.org/10.1016/j.gloplacha.2016.07.001; Nie, Y., Liu, Q., Wang, J., Zhang, Y., Sheng, Y., Liu, S., 2018. An inventory of historical glacial lake outburst floods in the Himalayas based on remote sensing observations and geomorphological analysis. Geomorphology 308, 91NA106. https://doi.org/10.1016/j.geomorph.2018.02.002; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379NA383. https://doi.org/10.1038/s41558-019-0437-5",NA,NA
210,1969,1969,7,25,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Water pocket,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,5,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2016)","Zaginaev, V., Ballesteros-CNAnovas, J.A., Erokhin, S., Matov, E., Petrakov, D., Stoffel, M., 2016. Reconstruction of glacial lake outburst floods in northern Tien Shan: Implications for hazard assessment. Geomorphology 269, 75NA84. https://doi.org/10.1016/j.geomorph.2016.06.028",NA,NA
217,1970,1970,9,1,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171NA179.",NA,NA
221,1970,1970,7,31,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,86000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jNAkulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805NA818. https://doi.org/10.3189/2013JoG12J163",NA,NA
215,1970,1970,NA,NA,NA,Salyk,Ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Alamedin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
216,1970,1970,7,14,Lake number 9,Glacier No. 151,GL077137E42998N,2,G077152E42985N,42.998,77.137,3500,43.26,77.213,1170,Deposit,Moraine dammed,N,Y,13_3,4,Kazakhstan,NA,Leviy Talgar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
218,1970,1970,8,18,Aya Co,NA,GL086494E28348N,"2, 3, 4",G086459E28339N,28.346,86.49,5533,28.58541,86.58843,4330,Observation,Moraine dammed,Y,Y,15_2,11,China,TAR,Pumqu,NA,Ice avalanche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damaged highway and concrete bridges of Desha No. 1  in Tibet,NA,NA,NA,NA,"(Mool, Bajracharya and Joshi, 2001; Wang et al., 2012; Liu et al., 2014; Veh et al., 2019)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Wang, X., Liu, S., Ding, Y., Guo, W., Jiang, Z., Lin, J., Han, Y., 2012. An approach for estimating the breach probabilities of moraine-dammed lakes in the Chinese Himalayas using remote-sensing data. Natural Hazards and Earth System Sciences 12, 3109NA3122. https://doi.org/10.5194/nhess-12-3109-2012; Liu, J.-J., Cheng, Z.-L., Li, Y., 2014. The 1988 glacial lake outburst flood in Guangxieco Lake, Tibet, China. Natural Hazards and Earth System Sciences 14, 3065NA3075. https://doi.org/10.5194/nhess-14-3065-2014; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379NA383. https://doi.org/10.1038/s41558-019-0437-5",NA,"Difference in ouburst date between three authors. Carrivick-1970/8/17; Nie et al., - 1970/7/12 and Veh et al., 1970/8/18. Consider veh et al., 2018 as the outburst date match with Kiu et al., 2014  and Wang et al., 2012"
220,1970,1970,7,NA,Qunbixiama Co,NA,GL088921E27847N,"2, 3, 4",G088896E27864N,27.847,88.921,4670,NA,NA,NA,NA,Moraine dammed,Y,N,15_2,12,China,TAR,Kangbuqu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Veh et al., 2022)","Veh, G., LNAtzow, N., Kharlamova, V., Petrakov, D., Hugonnet, R., & Korup, O., 2022. Trends, breaks, and biases in the frequency of reported glacier lake outburst floods. Earth's Future, 10, e2021EF002426. https://doi.org/10.1029/2021EF002426",NA,NA
219,1970,1970,7,10,NA,NA,NA,NA,NA,27.654,88.858,4660,NA,NA,NA,NA,NA,Y,N,15_2,12,China,TAR,Kangbuqu,NA,Ice avalanche,NA,200000,333000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cui et al., 2010)","Cui, P., Dang, C., Cheng, Z., Scott, K.M., 2010. Debris Flows Resulting From Glacial-Lake Outburst Floods in Tibet, China. Physical Geography 31, 508NA527. https://doi.org/10.2747/0272-3646.31.6.508",NA,NA
213,1970,1970,7,18,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Water pocket,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,10,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2016)","Zaginaev, V., Ballesteros-CNAnovas, J.A., Erokhin, S., Matov, E., Petrakov, D., Stoffel, M., 2016. Reconstruction of glacial lake outburst floods in northern Tien Shan: Implications for hazard assessment. Geomorphology 269, 75NA84. https://doi.org/10.1016/j.geomorph.2016.06.028",NA,NA
214,1970,1970,8,2,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Water pocket,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,10,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2016)","Zaginaev, V., Ballesteros-CNAnovas, J.A., Erokhin, S., Matov, E., Petrakov, D., Stoffel, M., 2016. Reconstruction of glacial lake outburst floods in northern Tien Shan: Implications for hazard assessment. Geomorphology 269, 75NA84. https://doi.org/10.1016/j.geomorph.2016.06.028",NA,NA
224,1971,1971,8,2,Kyagar,NA,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,NA,NA,NA,NA,4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014NA1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135NA139. https://doi.org/10.3189/1992AoG16-1-135-139; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1NA16. https://doi.org/10.1016/j.gloplacha.2016.07.001; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
226,1971,1971,8,17,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,133000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jNAkulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805NA818. https://doi.org/10.3189/2013JoG12J164",NA,NA
223,1971,1971,7,12,Lake number 18,Glacier No. 151,GL077137E42998N,2,G077152E42985N,42.998,77.137,3500,43.26,77.213,1170,Deposit,Moraine dammed,N,Y,13_3,4,Kazakhstan,NA,Leviy Talgar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Narama, Severskiy and Yegorov, 2009)","Narama, C., Severskiy, I., and Yegorov, A. 2009. Current state of glacier changes, glacial lakes, and outburst floods in the Ile Ala-Tau and Kungoy Ala-Too ranges, northern Tien Shan Mountains, Ann. Hokkaido Geogr., 84, 22NA32, https://doi.org/10.7886/hgs.84.31",NA,NA
