GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
32,1890,1890,NA,NA,NA,Biafo,GL075907E35687N,"2, 4",G075593E36006N,35.687,75.907,3059,NA,NA,NA,NA,NA,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
33,1892,1892,NA,NA,NA,Bualtar,Ephemeral,NA,G074697E36096N,36.176,74.761,2918,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Glacier advance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Conway, 1897; Bazai et al., 2021)","Conway, W.M., 1897. Formation of a Lake in Nagar. The Geographical Journa; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"Hoper/Bualtar glacier in Nagar has advanced and dammed the Hispar river, forming a lake in the deep and narrow gorge below the foot of the Hispar Glacier. The length of the lake was 4 miles."
34,1892,1892,6,NA,Kyagar,NA,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zhang et al., 1990; Zhang, 1992) ","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014NA1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135NA139. https://doi.org/10.3189/1992AoG16-1-135-139",NA,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun"
35,1893,1893,7,6,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,35.926146,74.266804,1470,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two bridges at Gilgit destroyed,NA,NA,NA,NA,"(Iturrizaga, 2005a) ","Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,"Water rise at 11.20 p.m. on 6th July, reached 23 feet above high-flood level at Gilgit, subside at 3 a.m. on 7th July"
36,1893,1893,7,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage to lands at Altit ,NA,NA,NA,NA,"(Mason, 1929a; Kreutzmann, 1994)","Mason, K., 1929a. Indus floods and Shyok glaciers. Himalayan Journal 1, 10NA29; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356",NA,NA
37,1894,1894,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292804,74.603839,2060,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage at Hassanabad and Aliabad villages,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
38,1895,1895,6,NA,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kreutzmann, 1994; Iturrizaga, 2005a)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,NA
39,1895,1895,NA,NA,NA,Tarshing,Ephemeral,NA,G074689E35277N,35.232,74.722,2940,NA,NA,NA,NA,NA,N,Y,14_3,10,Pakistan,Gilgit - Baltistan,Indus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Collie, 1902; Bazai et al., 2021)","Collie, N., 1902. Climbing on the Himalaya and other mountain ranges. D. Douglas, Edinburgh; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"During 1895 the Tashing Glacier again had possibly blocked the valley to a height of at least 200 feet but the Rupal stream flowed underneath the ice. Speculation that is the conduit was blocked in anyway, a huge lake must form behind the glacier"
40,1895,1895,NA,NA,NA,Biafo,GL075907E35687N,"2, 4",G075593E36006N,35.687,75.907,3060,NA,NA,NA,NA,NA,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(McCormick, 1895; Bazai et al., 2021)","McCormick, A.D., 1895. An artist in the Himalayas. Macmillan, New York; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
41,1897,1897,6,NA,Kyagar,NA,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,NA,NA,NA,NA,5120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zhang et al., 1990; Zhang, 1992) ","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014NA1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135NA139. https://doi.org/10.3189/1992AoG16-1-135-139",NA,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun"
42,1898,1898,7,NA,NA,Aktash,Ephemeral,NA,G077667E35058N,35.102,77.774,4581,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Longstaff, 1910; Hewitt and Liu, 2010; Bazai et al., 2021)","Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622NA653. https://doi.org/10.2307/1777235; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,Large flood in July 1898 with minor erosion - no major destruction
43,1899,1899,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
44,1900,1900,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.239538,74.413711,1830,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation canal,NA,NA,NA,NA,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356",NA,"Damage only reported in Nilt, further downstream from Hassanabad; likely coming from Hassnabad glacier considering the GLOFs in 1899 and 1901"
45,1901,1901,NA,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breaking of a dam, bridge at Ganesh destroyed",NA,NA,NA,NA,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356",NA,NA
46,1902,1902,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridge destroyed,NA,NA,NA,NA,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
48,1902,1902,8,21,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,NA,Inylchek,NA,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171NA179.",NA,NA
47,1902,1902,NA,NA,NA,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Alamedin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
49,1903,1903,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation canal,NA,NA,NA,NA,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
50,1903,1903,NA,NA,NA,Kichik Kumden,Ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Longstaff, 1910; Hedin, 1917; Bazai et al., 2021)","Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622NA653. https://doi.org/10.2307/1777235; Hedin, S., 1917. Southern Tibet. Stockholm; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"Longstaff reported that during 1903 a bad flood occurred, which Oliver (British Joint Commissioner for Ladakh) attributed to the bursting of the Kichik Kumdan dam."
51,1904,1904,NA,NA,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Bazai et al., 2021)","Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
52,1904,1904,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation canal,NA,NA,NA,NA,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
54,1904,1904,NA,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage to terraces at Shimshal after emptying of two-year old lake (1902),NA,NA,NA,NA,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
53,1904,1904,NA,NA,NA,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Alamedin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
55,1905,1905,NA,NA,Sokhter Rabot ,NA,Ephemeral,NA,G073933E36797N,36.7946,73.99494,3595,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Considerable damage to villages along the river banks above Gilgit,NA,NA,NA,NA,"(Kreutzmann, 1994; Iturrizaga, 2005a)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,NA
56,1905,1905,6,17,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,35.926146,74.266804,1470,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Todd, 1930; Iturrizaga, 2005a)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,"Glacier dam broke at midnight 17/18th June, flood arrived at Gilgit at 8.30 am, 20 feet, above high-flood level"
58,1905,1905,8,2,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.236059,74.306433,1743,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Bridge, road",NA,NA,NA,NA,"(Neve, 1913; Todd, 1930; Kreutzmann, 1994)","Neve, A., 1913. Thirty Years in Kashmir. Edward Arnold, London; Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356",NA,Damage to Chalt Bridge and Gilgit-Chalt; track destroyed; loss of fields at Pasu and Shimshal; damage of 7 houses at Shamets and to Hunza Nager bridge at Ganesh
59,1905,1905,NA,NA,NA,Kichik Kumden,Ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Huntingdon, 1907; Longstaff, 1910; Bazai et al., 2021)","Huntingdon, E., 1907. The Pulse of Asia: A Journey in Central Asia Illustrating the Geographic Basis of History. Houghton, Mifflin; Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622NA653. https://doi.org/10.2307/1777235; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432 https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
57,1905,1905,NA,NA,NA,Dubani,NULL,NA,G074629E35951N,35.93,74.609,4121,NA,NA,NA,NA,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Bagrot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,+,NA,NA,NA,(This study),"Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).","(Ashraf et al., 2015)",On 11th December 2012 a community exchange documented this event. A huge damage occurred to natural forest as well as the settlements of Villages Taisote and Massingot.
60,1906,1906,8,11,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,35.434129,74.104712,1010,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,"(Todd, 1930; Kreutzmann, 1994)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Iturrizaga, L., 2005b. New observations on present and prehistorical glacier-dammed lakes in the Shimshal valley (Karakoram Mountains). Journal of Asian Earth Sciences 25, 545NA555. https://doi.org/10.1016/j.jseaes.2004.04.011",NA,"Damage to bridges at Askurdas, Tashot and Chamogah; Rise of river level in Chilas 36 ft, in Chalt 55 ft Fields, houses and bridges destroyed at Pasu, Hussaini, Gulmit and Ganesh 3 houses, 35 fields and 3 watermills and orchards destroyed Nomal-Chalt road damaged"
61,1906,1906,6,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.236059,74.306433,1743,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"A glacier (Khurdopin or Malangutti) in the Shimshal valley dammed the river prior to July 1906, and a lake formed behind the barrier. During July a serious flood destroyed the suspension bridge at Askurdas, and the bridge across the Gilgit river at Chamogah and badly damaged the whole road between Normal and Chalt."
62,1907,1907,9,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Todd, 1930; Iturrizaga, 2005b)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Iturrizaga, L., 2005b. New observations on present and prehistorical glacier-dammed lakes in the Shimshal valley (Karakoram Mountains). Journal of Asian Earth Sciences 25, 545NA555. https://doi.org/10.1016/j.jseaes.2004.04.011",NA,Slow drainage in 11 days; Bonfire system (Puberanj) to warn the settlements in the Hunza valley
